text(Laos)	neighborOf	text(República:Popular:China)
text(لاوس)	neighborOf	text(Cambodia)
text(老撾)	neighborOf	text(Birmania)
text(Laos)	neighborOf	text(वियतनाम)
text(Laos)	neighborOf	text(泰國)
text(Sahrawi:Arabische:Democratische:Republiek)	locatedIn	text(Norte:de:África)
text(الجمهورية:العربية:الصحراوية:الديمقراطية)	locatedIn	text(إفريقيا)
text(Sahrawi:Arab:Democratic:Republic)	neighborOf	text(अल्जीरिया)
text(República:Árabe:Saharaui:Democrática)	neighborOf	text(毛里塔尼亞)
text(सहरावी:अरब:जनतांत्रिक:गणराज्य)	neighborOf	text(Marruecos)
text(蘇利南)	locatedIn	text(Zuid-Amerika)
text(سورينام)	locatedIn	text(Amerika)
text(Suriname)	neighborOf	text(Brazil)
text(सूरीनाम)	neighborOf	text(Guayana:Francesa)
text(Suriname)	neighborOf	text(Guyana)
text(Isla:de:Navidad)	locatedIn	text(Australië:en:Nieuw-Zeeland)
text(Christmas:Island)	locatedIn	text(ओशिआनिया)
text(São:Tomé:and:Príncipe)	locatedIn	text(मध्य:अफ्रीका)
text(ساو:تومي:وبرينسيب)	locatedIn	text(Africa)
text(मिस्र)	neighborOf	text(Libia)
text(Egipto)	neighborOf	text(إسرائيل)
text(Egypte)	neighborOf	text(السودان)
text(बुल्गारिया)	neighborOf	text(北马其顿)
text(بلغاريا)	neighborOf	text(तुर्की)
text(保加利亚)	neighborOf	text(Grecia)
text(Bulgaria)	neighborOf	text(सर्बिया)
text(Bulgaria)	neighborOf	text(羅馬尼亞)
text(غينيا)	locatedIn	text(पश्चिमी:अफ्रीका)
text(Guinea)	locatedIn	text(África)
text(गिनी)	neighborOf	text(غينيا:بيساو)
text(Guinee)	neighborOf	text(Sierra:Leone)
text(几内亚)	neighborOf	text(Mali)
text(Guinea)	neighborOf	text(ليبيريا)
text(غينيا)	neighborOf	text(Senegal)
text(Guinea)	neighborOf	text(Ivoorkust)
text(España)	neighborOf	text(Morocco)
text(स्पेन)	neighborOf	text(جبل:طارق)
text(西班牙)	neighborOf	text(Andorra)
text(Spain)	neighborOf	text(Francia)
text(Spanje)	neighborOf	text(पुर्तगाल)
text(كوستاريكا)	locatedIn	text(Centraal-Amerika)
text(Costa:Rica)	locatedIn	text(América)
text(哥斯达黎加)	neighborOf	text(بنما)
text(Costa:Rica)	neighborOf	text(Nicaragua)
text(مالطا)	locatedIn	text(Europa:del:Sur)
text(Malta)	locatedIn	text(Europe)
text(葡萄牙)	locatedIn	text(南欧)
text(البرتغال)	locatedIn	text(Europa)
text(Portugal)	neighborOf	text(إسبانيا)
text(Roemenië)	locatedIn	text(Eastern:Europe)
text(رومانيا)	locatedIn	text(أوروبا)
text(रोमानिया)	neighborOf	text(Ucrania)
text(Rumania)	neighborOf	text(Hungría)
text(Romania)	neighborOf	text(मोल्डोवा)
text(羅馬尼亞)	neighborOf	text(Bulgarije)
text(Roemenië)	neighborOf	text(Serbia)
text(सान:मारिनो)	locatedIn	text(أوروبا:الجنوبية)
text(San:Marino)	locatedIn	text(欧洲)
text(سان:مارينو)	neighborOf	text(Italië)
text(Mauritania)	locatedIn	text(West:Africa)
text(Mauritania)	locatedIn	text(Afrika)
text(موريتانيا)	neighborOf	text(Algerije)
text(मॉरीतानिया)	neighborOf	text(Mali)
text(Mauritanië)	neighborOf	text(撒拉威阿拉伯民主共和國)
text(毛里塔尼亞)	neighborOf	text(Senegal)
text(त्रिनिदाद:और:टोबैगो)	locatedIn	text(加勒比地区)
text(ترينيداد:وتوباغو)	locatedIn	text(Americas)
text(巴林)	locatedIn	text(Zuidwest-Azië)
text(बहरीन)	locatedIn	text(Asia)
text(Myanmar)	neighborOf	text(भारत)
text(म्यान्मार)	neighborOf	text(Bangladesh)
text(Myanmar)	neighborOf	text(चीनी:जनवादी:गणराज्य)
text(ميانمار)	neighborOf	text(लाओस)
text(緬甸)	neighborOf	text(Tailandia)
text(इराक)	neighborOf	text(Turkije)
text(Irak)	neighborOf	text(沙特阿拉伯)
text(伊拉克)	neighborOf	text(Irán)
text(Iraq)	neighborOf	text(Jordanië)
text(Irak)	neighborOf	text(Kuwait)
text(العراق)	neighborOf	text(Syria)
text(South:Georgia:and:the:South:Sandwich:Islands)	locatedIn	text(South:America)
text(جورجيا:الجنوبية:وجزر:ساندويتش:الجنوبية)	locatedIn	text(أمريكتان)
text(冰島)	locatedIn	text(Noord-Europa)
text(IJsland)	locatedIn	text(Europa)
text(Congo-Kinshasa)	locatedIn	text(中部非洲)
text(Democratic:Republic:of:the:Congo)	locatedIn	text(अफ्रीका)
text(刚果民主共和国)	neighborOf	text(Uganda)
text(جمهورية:الكونغو:الديمقراطية)	neighborOf	text(坦桑尼亞)
text(कांगो:लोकतान्त्रिक:गणराज्य)	neighborOf	text(剛果共和國)
text(República:Democrática:del:Congo)	neighborOf	text(Centraal-Afrikaanse:Republiek)
text(Congo-Kinshasa)	neighborOf	text(Angola)
text(Democratic:Republic:of:the:Congo)	neighborOf	text(卢旺达)
text(刚果民主共和国)	neighborOf	text(جنوب:السودان)
text(جمهورية:الكونغو:الديمقراطية)	neighborOf	text(Zambia)
text(कांगो:लोकतान्त्रिक:गणराज्य)	neighborOf	text(बुरुण्डी)
text(塞舌尔)	locatedIn	text(पूर्वी:अफ्रीका)
text(सेशेल्स)	locatedIn	text(非洲)
text(قرغيزستان)	neighborOf	text(Volksrepubliek:China)
text(Kyrgyzstan)	neighborOf	text(Kazajistán)
text(किर्गिज़स्तान)	neighborOf	text(Tayikistán)
text(Kirgizië)	neighborOf	text(أوزبكستان)
text(بوتسوانا)	locatedIn	text(Southern:Africa)
text(Botswana)	locatedIn	text(إفريقيا)
text(波札那)	neighborOf	text(Zimbabue)
text(Botsuana)	neighborOf	text(纳米比亚)
text(Botswana)	neighborOf	text(زامبيا)
text(बोत्सवाना)	neighborOf	text(दक्षिण:अफ़्रीका)
text(फ़रो:द्वीपसमूह)	locatedIn	text(Europa:del:Norte)
text(法罗群岛)	locatedIn	text(यूरोप)
text(Jamaica)	locatedIn	text(कैरिबिया)
text(जमैका)	locatedIn	text(美洲)
text(Samoa:Americana)	locatedIn	text(Polinesia)
text(अमेरिकी:समोआ)	locatedIn	text(Oceania)
text(莱索托)	locatedIn	text(दक्षिणी:अफ्रीका)
text(Lesoto)	locatedIn	text(Africa)
text(लेसोथो)	neighborOf	text(Zuid-Afrika)
text(Sri:Lanka)	neighborOf	text(印度)
text(Belgium)	locatedIn	text(أوروبا:الغربية)
text(比利時)	locatedIn	text(Europe)
text(बेल्जियम)	neighborOf	text(ألمانيا)
text(Bélgica)	neighborOf	text(Luxembourg)
text(بلجيكا)	neighborOf	text(فرنسا)
text(België)	neighborOf	text(هولندا)
text(قطر)	locatedIn	text(Asia:Occidental)
text(卡塔尔)	locatedIn	text(亞洲)
text(Qatar)	neighborOf	text(السعودية)
text(Islas:Salomón)	locatedIn	text(ميلانيزيا)
text(所罗门群岛)	locatedIn	text(Oceanië)
text(敘利亞)	locatedIn	text(西亚)
text(سوريا)	locatedIn	text(آسيا)
text(सीरिया)	neighborOf	text(以色列)
text(Siria)	neighborOf	text(土耳其)
text(Syrië)	neighborOf	text(जॉर्डन)
text(Syria)	neighborOf	text(黎巴嫩)
text(敘利亞)	neighborOf	text(इराक)
text(India)	locatedIn	text(南亚)
text(India)	locatedIn	text(एशिया)
text(الهند)	neighborOf	text(Afganistán)
text(India)	neighborOf	text(Bhutan)
text(भारत)	neighborOf	text(Bangladesh)
text(印度)	neighborOf	text(People's:Republic:of:China)
text(India)	neighborOf	text(नेपाल)
text(India)	neighborOf	text(Birmania)
text(الهند)	neighborOf	text(Pakistan)
text(India)	neighborOf	text(斯里蘭卡)
text(المغرب)	neighborOf	text(Algeria)
text(मोरक्को)	neighborOf	text(España)
text(摩洛哥)	neighborOf	text(Sahrawi:Arabische:Democratische:Republiek)
text(Kenia)	locatedIn	text(East:Africa)
text(Kenya)	locatedIn	text(África)
text(कीनिया)	neighborOf	text(أوغندا)
text(肯尼亚)	neighborOf	text(Tanzania)
text(كينيا)	neighborOf	text(Somalia)
text(Kenia)	neighborOf	text(South:Sudan)
text(Kenia)	neighborOf	text(Ethiopië)
text(दक्षिण:सूडान)	locatedIn	text(Centraal-Afrika)
text(Sudán:del:Sur)	locatedIn	text(Afrika)
text(南蘇丹)	neighborOf	text(Oeganda)
text(Zuid-Soedan)	neighborOf	text(República:Democrática:del:Congo)
text(جنوب:السودان)	neighborOf	text(Kenya)
text(South:Sudan)	neighborOf	text(República:Centroafricana)
text(दक्षिण:सूडान)	neighborOf	text(Sudan)
text(Sudán:del:Sur)	neighborOf	text(Ethiopia)
text(Ghana)	neighborOf	text(Burkina:Faso)
text(迦納)	neighborOf	text(Costa:de:Marfil)
text(غانا)	neighborOf	text(Togo)
text(塔吉克斯坦)	locatedIn	text(मध्य:एशिया)
text(Tajikistan)	locatedIn	text(Azië)
text(Tadzjikistan)	neighborOf	text(中华人民共和国)
text(طاجيكستان)	neighborOf	text(Kirguistán)
text(ताजीकिस्तान)	neighborOf	text(أفغانستان)
text(Tayikistán)	neighborOf	text(乌兹别克斯坦)
text(Islas:Marshall)	locatedIn	text(Micronesië)
text(Marshall:Islands)	locatedIn	text(大洋洲)
text(الكاميرون)	locatedIn	text(África:Central)
text(Kameroen)	locatedIn	text(अफ्रीका)
text(Cameroon)	neighborOf	text(चाड)
text(Camerún)	neighborOf	text(Congo-Brazzaville)
text(कैमरुन)	neighborOf	text(Gabon)
text(喀麦隆)	neighborOf	text(赤道几内亚)
text(الكاميرون)	neighborOf	text(मध्य:अफ़्रीकी:गणराज्य)
text(Kameroen)	neighborOf	text(नाइजीरिया)
text(नौरु)	locatedIn	text(密克羅尼西亞群島)
text(瑙鲁)	locatedIn	text(أوقيانوسيا)
text(Thailand)	neighborOf	text(Camboya)
text(تايلاند)	neighborOf	text(Myanmar)
text(Thailand)	neighborOf	text(Laos)
text(थाईलैंड)	neighborOf	text(馬來西亞)
text(Sudán)	neighborOf	text(Chad)
text(सूडान)	neighborOf	text(लीबिया)
text(苏丹)	neighborOf	text(南蘇丹)
text(Soedan)	neighborOf	text(Eritrea)
text(السودان)	neighborOf	text(中非共和國)
text(Sudan)	neighborOf	text(埃及)
text(Sudán)	neighborOf	text(Etiopía)
text(Tsjaad)	locatedIn	text(وسط:إفريقيا)
text(Chad)	locatedIn	text(非洲)
text(تشاد)	neighborOf	text(Libië)
text(乍得)	neighborOf	text(Niger)
text(चाड)	neighborOf	text(Zuid-Soedan)
text(Chad)	neighborOf	text(Cameroon)
text(Tsjaad)	neighborOf	text(جمهورية:إفريقيا:الوسطى)
text(Chad)	neighborOf	text(奈及利亞)
text(Vanuatu)	locatedIn	text(मॅलानिशिया)
text(萬那杜)	locatedIn	text(Oceanía)
text(الرأس:الأخضر)	locatedIn	text(西非)
text(佛得角)	locatedIn	text(إفريقيا)
text(Islas:Malvinas)	locatedIn	text(أمريكا:الجنوبية)
text(福克蘭群島)	locatedIn	text(महाअमेरिका)
text(Liberia)	locatedIn	text(África:Occidental)
text(Liberia)	locatedIn	text(Africa)
text(Liberia)	neighborOf	text(Ivory:Coast)
text(लाइबेरिया)	neighborOf	text(Sierra:Leone)
text(利比里亞)	neighborOf	text(गिनी)
text(कम्बोडिया)	locatedIn	text(东南亚)
text(Cambodja)	locatedIn	text(Asia)
text(كمبوديا)	neighborOf	text(Vietnam)
text(柬埔寨)	neighborOf	text(泰國)
text(Cambodia)	neighborOf	text(لاوس)
text(زيمبابوي)	neighborOf	text(ज़ाम्बिया)
text(津巴布韦)	neighborOf	text(South:Africa)
text(ज़िम्बाब्वे)	neighborOf	text(بوتسوانا)
text(Zimbabwe)	neighborOf	text(मोज़ाम्बीक)
text(جزر:القمر)	locatedIn	text(شرق:إفريقيا)
text(कोमोरोस)	locatedIn	text(África)
text(Guam)	locatedIn	text(Micronesia)
text(關島)	locatedIn	text(ओशिआनिया)
text(The:Bahamas)	locatedIn	text(Caribbean)
text(جزر:البهاما)	locatedIn	text(Amerika)
text(लेबनॉन)	locatedIn	text(West:Asia)
text(Libanon)	locatedIn	text(Asia)
text(Líbano)	neighborOf	text(Israel)
text(Lebanon)	neighborOf	text(سوريا)
text(Sint:Maarten)	locatedIn	text(Caraïben)
text(सेंट:मार्टिन)	locatedIn	text(América)
text(Saint:Martin)	neighborOf	text(सेंट:मार्टिन:की:सामूहिकता)
text(إثيوبيا)	locatedIn	text(Oost-Afrika)
text(埃塞俄比亚)	locatedIn	text(Afrika)
text(इथियोपिया)	neighborOf	text(索馬里)
text(Ethiopië)	neighborOf	text(कीनिया)
text(Ethiopia)	neighborOf	text(Eritrea)
text(Etiopía)	neighborOf	text(جنوب:السودان)
text(إثيوبيا)	neighborOf	text(जिबूती)
text(埃塞俄比亚)	neighborOf	text(सूडान)
text(美屬維爾京群島)	locatedIn	text(Caribe)
text(संयुक्त:राज्य:वर्जिन:द्वीपसमूह)	locatedIn	text(Americas)
text(Guinea-Bisáu)	locatedIn	text(West-Afrika)
text(Guinea-Bissau)	locatedIn	text(अफ्रीका)
text(畿內亞比紹)	neighborOf	text(Guinee)
text(Guinee-Bissau)	neighborOf	text(塞内加尔)
text(ليبيا)	locatedIn	text(شمال:إفريقيا)
text(利比亞)	locatedIn	text(非洲)
text(Libya)	neighborOf	text(تشاد)
text(Libia)	neighborOf	text(تونس)
text(लीबिया)	neighborOf	text(Niger)
text(Libië)	neighborOf	text(阿爾及利亞)
text(ليبيا)	neighborOf	text(مصر)
text(利比亞)	neighborOf	text(苏丹)
text(Bhutan)	locatedIn	text(Asia:del:Sur)
text(भूटान)	locatedIn	text(亞洲)
text(不丹)	neighborOf	text(الصين)
text(بوتان)	neighborOf	text(भारत)
text(澳門)	locatedIn	text(شرق:آسيا)
text(Macau)	locatedIn	text(آسيا)
text(मकाउ)	neighborOf	text(República:Popular:China)
text(Frans-Polynesië)	locatedIn	text(Polynesia)
text(French:Polynesia)	locatedIn	text(Oceania)
text(Somalië)	locatedIn	text(东部非洲)
text(Somalia)	locatedIn	text(إفريقيا)
text(الصومال)	neighborOf	text(吉布提)
